Unnamed: 0.1,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics,genre_class_act,genre_class_pred,correct_classifcation
9,Metal,"It is sad to think that the first few people on earth needed no books, movies, games or music to inspire cold-blooded murder. The day that Cain bashed his brother Abel's brains in, the only motivation he needed was his own human disposition to violence. Whether you interpret the Bible as literature or as the final word of whatever God may be, Christianity has given us an image of death and sexuality that we have based our culture around. A half-naked dead man hangs in most homes and around our necks, and we have just taken that for granted all our lives. Is it a symbol of hope or hopelessness? The world's most famous murder-suicide was also the birth of the death icon – the blueprint for celebrity. Unfortunately, for all of their inspiring morality, nowhere in the Gospels is intelligence praised as a virtue
A lot of people forget or never realize that I started my band as a criticism of these very issues of despair and hypocrisy. The name Marilyn Manson has never celebrated the sad fact that America puts killers on the cover of Time magazine, giving them as much notoriety as our favorite movie stars. From Jesse James to Charles Manson, the media, since their inception, have turned criminals into folk heroes. They just created two new ones when they plastered those dip-shits Dylan Klebold and Eric Harris' pictures on the front of every newspaper. Don't be surprised if every kid who gets pushed around has two new idols
We applaud the creation of a bomb whose sole purpose is to destroy all of mankind, and we grow up watching our president's brains splattered all over Texas. Times have not become more violent. They have just become more televised. Does anyone think the Civil War was the least bit civil? If television had existed, you could be sure they would have been there to cover it, or maybe even participate in it, like their violent car chase of Princess Di. Disgusting vultures looking for corpses, exploiting, fucking, filming and serving it up for our hungry appetites in a gluttonous display of endless human stupidity
When it comes down to who's to blame for the high school murders in Littleton, Colorado, throw a rock and you'll hit someone who's guilty. We're the people who sit back and tolerate children owning guns, and we're the ones who tune in and watch the up-to-the-minute details of what they do with them. I think it's terrible when anyone dies, especially if it is someone you know and love. But what is more offensive is that when these tragedies happen, most people don't really care any more than they Would about the season finale of Friends or The Real World. I was dumbfounded as I watched the media snake right in, not missing a teardrop, interviewing the parents of dead children, televising the funerals. Then came the witch hunt
Man's greatest fear is chaos. It was unthinkable that these kids did not have a simple black-and-white reason for their actions. And so a scapegoat was needed. I remember hearing the initial reports from Littleton, that Harris and Klebold were wearing makeup and were dressed like Marilyn Manson, whom they obviously must worship, since they were dressed in black. Of course, speculation snowballed into making me the poster boy for everything that is bad in the world. These two idiots weren't wearing makeup, and they weren't dressed like me or like goths. Since Middle America has not heard of the music they did listen to (KMFDM and Rammstein, among others), the media picked something they thought was similar
Responsible journalists have reported with less publicity that Harris and Klebold were not Marilyn Manson fans – that they even disliked my music. Even if they were fans, that gives them no excuse, nor does it mean that music is to blame. Did we look for James Huberty's inspiration when he gunned down people at McDonald's? What did Timothy McVeigh like to watch? What about David Koresh, Jim Jones? Do you think entertainment inspired Kip Kinkel, or should we blame the fact that his father bought him the guns he used in the Springfield, Oregon, murders? What inspires Bill Clinton to blow people up in Kosovo? Was it something that Monica Lewinsky said to him? Isn't killing just killing, regardless if it's in Vietnam or Jonesboro, Arkansas? Why do we justify one, just because it seems to be for the right reasons? Should there ever be a right reason? If a kid is old enough to drive a car or buy a gun, isn't he old enough to be held personally responsible for what he does with his car or gun? Or if he's a teenager, should someone else be blamed because he isn't as enlightened as an eighteen-year-old?
America loves to find an icon to hang its guilt on. But, admittedly, I have assumed the role of Antichrist; I am the Nineties voice of individuality, and people tend to associate anyone who looks and behaves differently with illegal or immoral activity. Deep down, most adults hate people who go against the grain. It's comical that people are naive enough to have forgotten Elvis, Jim Morrison and Ozzy so quickly. All of them were subjected to the same age-old arguments, scrutiny and prejudice. I wrote a song called ""Lunchbox,"" and some journalists have interpreted it as a song about guns. Ironically, the song is about being picked on and fighting back with my Kiss lunch box, which I used as a weapon on the playground. In 1979, metal lunch boxes were banned because they were considered dangerous weapons in the hands of delinquents. I also wrote a song called ""Get Your Gunn."" The title is spelled with two n's because the song was a reaction to the murder of Dr. David Gunn, who was killed in Florida by pro-life activists while I was living there. That was the ultimate hypocrisy I witnessed growing up: that these people killed someone in the name of being ""prolife."" The somewhat positive messages of these songs are usually the ones that sensationalists misinterpret as promoting the very things I am decrying
Right now, everyone is thinking of how they can prevent things like Littleton. How do you prevent AIDS, world war, depression, car crashes? We live in a free country, but with that freedom there is a burden of personal responsibility. Rather than teaching a child what is moral and immoral, right and wrong, we first and foremost can establish what the laws that govern us are. You can always escape hell by not believing in it, but you cannot escape death and you cannot escape prison
It is no wonder that kids are growing up more cynical; they have a lot of information in front of them. They can see that they are living in a world that's made of bullshit. In the past, there was always the idea that you could turn and run and start something better. But now America has become one big mall, and because of the Internet and all of the technology we have, there's nowhere to run. People are the same everywhere. Sometimes music, movies and books are the only things that let us feel like someone else feels like we do. I've always tried to let people know it's OK, or better, if you don't fit into the program. Use your imagination – if some geck from Ohio can become something, why can't anyone else with the willpower and creativity?
I chose not to jump into the media frenzy and defend myself, though I was begged to be on every single TV show in existence. I didn't want to contribute to these fameseeking journalists and opportunists looking to fill their churches or to get elected because of their self-righteous finger-pointing. They want to blame entertainment? Isn't religion the first real entertainment? People dress up in costumes, sing songs and dedicate themselves in eternal fandom. Everyone will agree that nothing was more entertaining than Clinton shooting off his prick and then his bombs in true political form. And the news – that's obvious. So is entertainment to blame? I'd like media commentators to ask themselves, because their coverage of the event was some of the most gruesome entertainment any of us have seen. I think that the National Rifle Association is far too powerful to take on, so most people choose Doom, The Basketball Diaries or yours truly. This kind of controversy does not help me sell records or tickets, and I wouldn't want it to. I'm a controversial artist, one who dares to have an opinion and bothers to create music and videos that challenge people's ideas in a world that is watered-down and hollow. In my work I examine the America we live in, and I've always tried to show people that the devil we blame our atrocities on is really just each one of us. So don't expect the end of the world to come one day out of the blue – it's been happening every day for a long time","it is sad to think that the first few people on earth needed no books movies or tv i just loved the experience and i'm very glad i did the next chapter was all about living my life but it is also about my loved ones and the history of earth and i'm proud of it!

ps i always love the message that you wrote the song love for a cause by jl adds the following words:

i felt my heart break

when i first walked through the door

i knew that the voice<|endoftext|>",gpt2,0.4,1.0,0.5798922467482623,"it is sad to think that the first few people on earth needed no books, movies, or tv. i just loved the experience, and im very glad i did. the next chapter was all about living my life, but it is also about my loved ones and the history of earth, and im proud of it!

ps i always love the message that you wrote. the song love for a cause by jl adds the following words

i felt my heart break

when i first walked through the door

i knew that the voice",2.0,7,0
10,Metal,"(Roy Khan)
One of a kind they say
They've never seen before
Investigate the aberration
Disorder in the core
(Tobias Sammet:)
I never tried to hide away
Or tried to keep your pace
You walk me to the slaughter
With a smile upon your face
(Chorus)
From the cradle to the madhouse
A twisted mind
There's no way out of this hell for
A twisted mind
There's no way out
There's no way out
(Roy Khan)
You've come to see the healer
So don't you be afraid
They call me tranquilizer
I'm here to isolate
We paint in black and white
And you're the dirty in between
Monstrosity of nature
A virulent disease
(Chorus)
From the cradle to the madhouse
A twisted mind
There's no way out of this hell for
A twisted mind
There's no way out
There's no way out
Can't you see, can't you see
That you are not like anyone?
You'll never see through anyone else's eyes
And who am I to certify the sanity of a twisted mind
A victim of perception, a twisted mind
(x2)
Missprizing — chastising
Subhuman fragmentizing
Sensation — aberration
Repulsive — tantalizing
(x2)
From the cradle to the madhouse, a twisted mind
There's no way out of this hell for twisted mind
There's no way out (x6)","roy khan one of a kind they say theyve never seen before investigate the aberration disorder

in early december two japanese citizens the three boys and three girls went missing in shinjuku north korea while their friends and family were away the local authorities were investigating a new phenomenon they reported hearing an odd noise coming from a friend's bedroom the noise appeared to be coming from a runaway child

they came to the same conclusion and found the missing children in a nearby park their names and ages were not known at the time but it<|endoftext|>",gpt2,0.4,1.0,0.6629417862584552,"roy khan one of a kind they say theyve never seen before investigate the aberration disorder.

in early december, two japanese citizens, the three boys and three girls, went missing in shinjuku, north korea. while their friends and family were away, the local authorities were investigating a new phenomenon. they reported hearing an odd noise coming from a friends bedroom. the noise appeared to be coming from a runaway child.

they came to the same conclusion and found the missing children in a nearby park. their names and ages were not known at the time, but it",2.0,6,0
11,Metal,"In a league of his own
A villain with no morals
Above the law and reckless
Mutating day by day
Invisible and silence
Conspiring to get power
This man will stop at nothing
To always get his way
Like a thief in the night
With the blade held tight
Trapped inside the mind
Of the spectre
When you're mind in a vice
He twists and turns with terror
Keeps building up the pressure
Until you're feeling numb
Like a thief in the night
With the blade held tight
Trapped inside the mind
Of the spectre
Trapped inside the mind
Of the spectre
The spectre creeps behind you
Shrouded by his stealth
Ignore him at your peril
He kills to heal himself
In the blink of an eye
He marks you with precision
Corrupting all he touches
Salvation in your soul
Scourging you in silence
As he makes his incision
The venom's taking over
This tyrant takes his toll
Like a thief in the night
With the blade held tight
Trapped inside the mind
Of the spectre
You'll be frozen in fright
Like the glint of his knife
Trapped inside the mind
Of the spectre","in a league of his own a villain with no morals above the law and reckless disregard for the law — no difference really

in his days as a congressman bill walsh sought to build an unspoken alliance between the people politicians and businesses that would allow him to win over voters and in turn improve their fortunes he was not a politician he was a corporate businessman who sought a profit and bill was his promoter

walsh has gone from talk show host to ceo to hollywood star to headliner to sellout superstar when he talks about<|endoftext|>",gpt2,0.4,1.0,0.6551020192351774,"in a league of his own a villain with no morals above the law and reckless disregard for the law — no difference, really.

in his days as a congressman, bill walsh sought to build an unspoken alliance between the people, politicians and businesses that would allow him to win over voters and in turn improve their fortunes. he was not a politician. he was a corporate businessman who sought a profit. and bill was his promoter.

walsh has gone from talk show host to ceo to hollywood star to headliner to sellout superstar. when he talks about",2.0,5,0
12,Metal,"You make me mute
Hiding the truth
Revealing a farce
Created by your mind
What do you expect
Exposing your lies
Printed in your eyes
There's no alibi
To cooperate and not be allowed
They're killing my name. sewing my mouth
Prospect in life
Lost in the line
To cooperate
And just be alive

You gonna fall hiding the truth
You gonna crawl finding the truth
To blame myself it's my disgrace
To blame the world by my mistakes

Dusted
Dusted
Dusted

Turn around and turning around
And turning around and inside out
Turn around and turning around
And turning around and inside out

Do not disturb
Leave me alone
The fear within inside and beyond
The fear within inside and beyond

You make me mute
Hiding the truth
Revealing a farce
Created by your mind
What do you expect
Exposing your lies
Printed in your eyes
There's no alibi

You gonna fall hiding the truth
You gonna crawl finding the truth
To blame myself it's my disgrace
To blame the world by my mistakes

Dusted
Dusted
Dusted
Dusted
Dusted
Dusted","you make me mute hiding the truth revealing a farce created by your mind what do you think it is? and what did you learn? you are an enemy! and now your glory has been rewarded! it is time to pay you back

when shinji offered the statue of his god to his mother shino noticed that the statue of his god did not fit her eye line instead shinji chose to sacrifice the stone statue to her not knowing that it would hurt her feelings so when shinji failed to deliver the stone statue she cried<|endoftext|>",gpt2,0.4,1.0,0.7954869958400895,"you make me mute hiding the truth revealing a farce created by your mind what do you think it is? and what did you learn? you are an enemy! and now, your glory has been rewarded! it is time to pay you back.

when shinji offered the statue of his god to his mother, shino noticed that the statue of his god did not fit her eye line. instead, shinji chose to sacrifice the stone statue to her, not knowing that it would hurt her feelings. so, when shinji failed to deliver the stone statue, she cried",2.0,6,0
13,Metal,"It's twilight and I wake up hot
My body's soaked in a cold, cold sweat
I re-enact the lurid scenes
And clawed engravings in my head
Oh, I can't punch hard enough (and I run)
I can't kick high enough (and I run)
I can't shoot straight enough (and I run)
I can't hold on enough (and I run)
Oh, I can't stay down enough (and I run)
I can't take pain enough (and I run)
I can't bleed fast enough
I can't die dead enough
The air is thick, but the oxygen's thin
My heart is beating like a drum (boom)
And ice is flowing through my veins
Explosives on my lips, and in my lungs
Oh, I can't punch hard enough (and I run)
I can't kick high enough (and I run)
I can't shoot straight enough (and I run)
I can't hold on enough (and I run)
Oh, I can't stay down enough (and I run)
I can't take pain enough (and I run)
I can't bleed fast enough
I can't die dead enough
I don't know what I'm running from
And I don't know where I'm running to
There's something deep and strange inside of me, I see
I don't know what I'm running from
And I don't know where I'm running to
Something's compelling me to run into the dark
And now I am more driven than before
And now I live just to settle score
And now I feel the nearness of your breath
Now I introduce you to your death
And now I am more driven than before
And now I live just to settle score
And now I feel the nearness of your breath
Now I introduce you to your death
I can't punch hard enough
I can't kick high enough
I can't shoot straight enough
I can't hold on enough
I can't stay down enough (die dead enough)
I can't take pain enough (die dead enough)
I can't bleed fast enough (die dead enough)
I can't die dead enough (die dead enough)",its twilight and i wake up hot my bodys soaked in a cold cold sweat i try to run for it but it's my time to run away its like its too late i just wake up naked in a room and die its a terrible thing but its alright its okay its my second time so i could tell its true its not the first time its really the second time its really the second time its really the second time its really the second time im out for a date im out for a date<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"its twilight and i wake up hot my bodys soaked in a cold, cold sweat i try to run for it but its my time to run away its like its too late i just wake up naked in a room and die its a terrible thing but its alright its okay its my second time so i could tell its true its not the first time its really the second time its really the second time its really the second time its really the second time im out for a date im out for a date",2.0,5,0
14,Metal,"It started back in high-school
So cool, king of the scene
You found that making people laugh
Was more than just a dream
The public took right to you
Like flies to a pile of shit
So funny and smart so talented
But success just couldn't fit

Wasting your life
No future is bright
Dancing on your grave
Living like a slave, someone should've said...

N.F.L. Efilnikufesin
N.F.L
N.F.L. Efilnikufesin
N.F.L
Wake up dead, in a plywood bed six feet from the
Rest of your life
And when you couldn't see your own dependency
N.F.L., nice fucking life

The whole world is your playground
Yet you couldn't find your niche
Your only friends it helps you through
Helps you dig your daily ditch
The bottom line can't touch you
Cause you're above the rest
But your little friend's the enemy
And the bottom line is death
Wasting your life
No future is bright
Dancing on your grave
Living like a slave, someone should've said...
N.F.L. Efilnikufesin
N.F.L
N.F.L. Efilnikufesin
N.F.L
Wake up dead, in a plywood bed six feet from the
Rest of your life
And when you couldn't see your own dependency
N.F.L., nice fucking life

You lived a life of excess
Goddamn shame it's such a waste
Just one too many cookies
From the batch no one should taste
Yet his memory still stays with us
Cause watching him was fun
Too bad things weren't different
Who knows what he'd have done
Wasting your life
No future is bright
Dancing on your grave
Living like a slave, someone should've said...
N.F.L. Efilnikufesin
N.F.L
N.F.L. Efilnikufesin
N.F.L
Wake up dead, in a plywood bed six feet from the
Rest of your life
And when you couldn't see your own dependency
N.F.L., nice fucking life","it started back in highschool so cool king of the scene you found that making people laugh and all the things you would do that you loved

last year weiss spoke to the latest issue of the journal of crosscultural psychology in a phone interview she said that the audience in her home was very happy but that the public got their hopes up and went out of their way to cheer her up she said that she would love to do more to make people more aware of the importance of culture

there's an awful lot of misinformation out<|endoftext|>",gpt2,0.4,1.0,0.6578248163619947,"it started back in highschool so cool, king of the scene you found that making people laugh, and all the things you would do that you loved.

last year, weiss spoke to the latest issue of the journal of crosscultural psychology in a phone interview. she said that the audience in her home was very happy, but that the public got their hopes up and went out of their way to cheer her up. she said that she would love to do more to make people more aware of the importance of culture.

theres an awful lot of misinformation out",2.0,7,0
15,Metal,"Feel like throwing in the towel don't be a fool
They're out to knock you out, put you down for the count
Watch the left, watch the right, below the belt
They'll run you round and round it's plain to see
It's never gonna stop they'll run ya till you drop
There ain't no power around can keep a good man down
There's still some fight in me
That's how it'll always be
Hold your head up high, look 'em in the eye, never say die
Get up and make it work
Get up and make it work

You say that love has got you down well that's bullshit
If love has got you down then love can pick you right back up
There ain't no power around can keep a good man down
Walking down a dead end street
No mercy at your feet
They're holding all the cards, making things so hard, before it goes too far
Get up and make it work
Get up and make it work

Get up and make it work
Get up and make it work
Get up and make it work
Get up and make it work",feel like throwing in the towel dont be a fool theyre out to knock you out feel free to talk we dont know what to do so dont miss it whats the deal to you really just hang on please dont leave and we can see what were doing better together than we could with you i miss you so much<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"feel like throwing in the towel dont be a fool theyre out to knock you out, feel free to talk, we dont know what to do, so dont miss it whats the deal to you really, just hang on please dont leave and we can see what were doing better together than we could with you, i miss you so much..",2.0,6,0
16,Metal,"Don't you know I love you more
Than life itself
Don't you know that you're my pride
And I would not have you
Walking through this world
Without me by your side

Go to sleep my little man
Don't you weep my little man

I'd like to keep you with me
All your life
But I know I can't do that
So I must try to teach you
Wrong from right
To keep the vultures from
Your back


And when you're dreaming
You can talk to angels
So wipe the tears from your eyes
And if there's demons
That try to steal your breath away
You can't believe that know
My spirit will be standing by your side
You saved me, you gave me
The greatest gift of all
Believe me, believe
There ain't no mountain that's too tall
I will gladly carry your cross for you
To take your pain away
But what I can't carry is my love for you
Beyond my dying day
So be strong my little man
When I'm gone my little man
You got to be my little man
So don't you weep my little man
Go to sleep my little man
Don't you weep my little man
You got to be my little man
So don't you weep my little man",dont you know i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that<|endoftext|>,gpt2,0.0,0.0,0.0,dont you know i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that i love you more than life itself dont you know that youre my friend dont you know that,2.0,7,0
17,Metal,"Looming large like a favorite son
One more time comes my obsession
Like a mountain stream that ends in mud
I'm wading in waiting for the flood, sinking
You did, you did, you did, you did
Left me hating
You did, you did, you did, you did
Contemplating
I'm drinking strength for comic relief
While I'm growing super weak in the knees
You asked me can I deliver
Like a monster crossing the Hudson river, stomping
You did, you did, you did, you did
Left me waning
You did, you did, you did, you did
Slowly draining
Feet of clay that are stuck to the floor
You did, you did, you did, you did
And with vanity you want more
Big fat kill
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world in my hands
Carrying the weight of the world
I'm biting my tongue so much it hurts
But at the same time I'm at a loss for words
The things I've seen should've left me blind
So it makes me happy that I'm losing my mind, laughing
You did, you did, you did, you did
Left me waning
You did, you did, you did, you did
Slowly draining
Feet of clay that are stuck to the floor
You did, you did, you did, you did
And with vanity you want more
Big fat kill
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world in my hands
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world in my hands
Carrying the weight of the world
Come on, come on, come on, come back
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world in my hands
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world
Carrying the weight of the world in my hands
Carrying the weight of the world
You asked me can I deliver
Like a monster crossing the Hudson river
Carrying the weight of the world in my hands
Carrying the weight of the world
The things I've seen should've left me blind
So it makes me happy that I'm losing my mind
You did, you did, you did, you did
You did, you did, you did, you did",looming large like a favorite son one more time comes my obsession like a mountain stream flowing out of the window and hitting me hard enough to break my heart its the soundtrack for the joy of a lonely death she leaves me alone so you can meet her in the midst of the season but it's her words you need to know if you want to reach her through her many dreams in these words she speaks for a whole new generation that will shine forth with eternal love and prosperity for the lost people in the south there is no shame in doing what you want but<|endoftext|>,gpt2,0.0,0.0,0.0,"looming large like a favorite son one more time comes my obsession like a mountain stream flowing out of the window and hitting me hard enough to break my heart. its the soundtrack for the joy of a lonely death. she leaves me alone so you can meet her in the midst of the season but its her words you need to know, if you want to reach her through her many dreams. in these words, she speaks for a whole new generation that will shine forth with eternal love and prosperity for the lost people in the south. there is no shame in doing what you want but",2.0,6,0
18,Metal,"Reflex in the sky
Warn you you're gonna die
Storm coming, you'd better hide
From the atomic tide
Flashes in the sky
Turns houses into sties
Turns people into clay
Radiation minds decay

Robot minds of robot slaves
Lead them to atomic rage
Plastic flowers, melting sun
Fading moon falls upon
Dying world of radiation
Victims of mad frustration
Burning globe of obscene fire
Like electric funeral pyre

Buildings crashing down
To a cracking ground
Rivers turn to wood
Ice melting to flood
Earth lies in death bed
Clouds cry water dead
Tearing life away
Here's the burning pay
Electric funeral
Electric funeral
Electric funeral
Electric funeral

And so in the sky
Shines the electric eye
Supernatural king takes
Earth under his wing
Heaven's golden chorus sings
Hell's angels flap their wings
Evil souls fall to Hell
Ever trapped in burning cells!",reflex in the sky warn you youre gonna die storm coming youd better hide from the storm!<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"reflex in the sky warn you youre gonna die storm coming, youd better hide from the storm!",2.0,6,0
19,Metal,"We sail through endless skies
Stars shine like eyes
The black night sighs
The moon in silver trees
Falls down in tears
Light of the night
The earth, a purple blaze
Of sapphire haze
In orbit always
While down below the trees
Bathed in cool breeze
Silver starlight breaks down the night
And so we pass on by the crimson eye
Of great god Mars
As we travel the universe",we sail through endless skies stars shine like eyes the black night sighs the moon in triumph the sea is a barren sea the sea is beyond us the sea is out of sight the sea is dying the sea is losing its strength the sea is drowning the sea is burning the sea is sinking the sea is drowning the sea is dying the sea is dying the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning<|endoftext|>,gpt2,0.0,0.0,0.0,we sail through endless skies stars shine like eyes the black night sighs the moon in triumph the sea is a barren sea the sea is beyond us the sea is out of sight the sea is dying the sea is losing its strength the sea is drowning the sea is burning the sea is sinking the sea is drowning the sea is dying the sea is dying the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning the sea is drowning,2.0,2,1
20,Metal,"Music and words by Tolkki
Looking back through time to my childhood days
I used to have a place where I could escape the reality
But lately things have been so difficult for me
Trying to reach for the light in the fall of darkness
Waiting watching my life I'm wasting my time
I'm losing grip from life
Going back to my dreamspace leaving it all behind
Soon the things will be allright when I get there
Am I safe in here, nothing left to fear
I will close my eyes and float away with stream
Wandering here in this eternal darkness
No signs of light anywhere I am going in sane
Now I am leaving this life
No hope left I want to die",music and words by tolkki looking back through time to my childhood days i used to hold the keys to the alcove everyone i knew seemed to be telling me to go holy crap! with this shit when i got off the train i began to feel the fear in my head like one of those evil apes it was scary and then the next morning the fear took over<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"music and words by tolkki looking back through time to my childhood days i used to hold the keys to the alcove, everyone i knew seemed to be telling me to go holy crap! with this shit, when i got off the train, i began to feel the fear in my head, like one of those evil apes. it was scary, and then the next morning, the fear took over.",2.0,2,1
21,Metal,"Ancient lands, lost in time
Smokes of sands and walls alive
Surround this mask of death I wear
Awakened by intruder souls
The jackal screams as my stone gods behold
Desecrators of Ra

Pharaoh's curse upon you
Who dares to invade his sacred ground
Gods of the Nile arise to strike you down

Forgotten days of my rule
Cities blazed with gold and jewel
Diamond symbol of riches beyond compare
Now I lay cold in this chamber of stone
Fools forsaken the wrath of my throne
Desecrators of Ra


Mystic gods of the stars
I summon thee from afar
Sun, moon and earth
Align for my rebirth
I feel the blood flow through my veins
The life force shines on me again
Let the ritual begin
You will pay for your sins
I am god, I am king of the land
The hour of judgement is at hand
Winds of revenges sweep through the sand
The mighty pharaoh lives again","ancient lands lost in time smokes of sands and walls alive surround this mask of death which holds him prisoner at the edge of his greatest desire at the end of which he awaits the capture of his only friend who has saved him from the thrall of inhuman cruelty and will fight for him as one


the power of vengeance


the outcome of the fight between alik'r and kork'ei for whom you are the sword will determine the destiny of the unification of the great crusade! the battle is so close it will completely<|endoftext|>",gpt2,0.0,1.0,0.5748509297449961,"ancient lands, lost in time smokes of sands and walls alive surround this mask of death, which holds him prisoner at the edge of his greatest desire, at the end of which he awaits the capture of his only friend, who has saved him from the thrall of inhuman cruelty, and will fight for him as one.


the power of vengeance


the outcome of the fight between alikr and korkei, for whom you are the sword, will determine the destiny of the unification of the great crusade! the battle is so close, it will completely",2.0,2,1
22,Metal,"Now winter wind fades from my face
My heart will no longer race
Sun smiling down from the sky
Melts away ice from my eye
Warmth eases back to my soul
Bitterness shrugs then it goes","now winter wind fades from my face my heart will no longer race sun smiling down upon me
rendezvous rendezvous between two madmen sent by the gods the meeting of things will be forever before the eyes of man all others are lost that is to say forgotten nothing has ever changed except the decisions that have been made by the gods all that matters are for the good of the inhabitants of this holy city as soon as men realize that they must leave this world they will be sure to take the lead in rebuilding their lives who are<|endoftext|>",gpt2,0.3058307603887622,0.7443066307016353,0.7443066307016353,"now winter wind fades from my face my heart will no longer race sun smiling down upon me...
rendezvous rendezvous between two madmen, sent by the gods. the meeting of things will be forever before the eyes of man. all others are lost, that is to say forgotten. nothing has ever changed except the decisions that have been made by the gods. all that matters are for the good of the inhabitants of this holy city. as soon as men realize that they must leave this world, they will be sure to take the lead in rebuilding their lives. who are",2.0,1,0
23,Metal,"Insane, am I the only muthafucker with a brain?
I'm hearing voices but all they do is complain
How many times have you wanted to kill?
Everything and everyone, say you'll do it but never will
You can't see California without Marlon Brando's eyes
Can't see California without Marlon Brando's eyes
You can't see California without Marlon Brando's eyes
I am my father's son, he's a phantom
A mystery and that leaves me nothing
How many times have you wanted to die?
Too late for me, all you have to do is get rid of me
You can't see California without Marlon Brando's eyes
Can't see California without Marlon Brando's eyes
You can't see California without Marlon Brando's eyes
All in your head
It's all in my head
It's all in your head
I tried, you lied to me for so long
Everywhere I go, there's a sense of it
Freak on my antics and give me a choice
Doesn't matter if I give a shit, it's shit that you gave me
You can't see California without Marlon Brando's eyes
Can't see California without Marlon Brando's eyes
You can't see California without Marlon Brando's eyes
All in your head
It's all in my head
It's all in your way
Do you wanna feel pain?
Takin' my name in vain
Caring never felt so lame inside
Anybody else got pride?
Do you wanna take my life?
Maybe I'll reverse my ride
Who the hell are you? Fuck you
Better suck it up, 'cause you bled through
Better get away from me
Stay the fuck away from me
I feel safe, seems you're saved
I feel safe, seems you're saved
Look me in my brand new eye
 look me in my brand new eye
 look me in my brand new eye
Fuck off
Look me in my brand new eye
Look me in my brand new eye
Look me in my brand new eye
Look me in my brand new eye",insane am i the only muthafucker with a brain? im hearing voices but all they do is scare me away i could be talking about guns talk about society or something<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,"insane, am i the only muthafucker with a brain? im hearing voices but all they do is scare me away... i could be talking about guns, talk about society or something.",2.0,2,1
24,Metal,"Bang bang, rock with the gang
Bang bang, rock with the gang

Save me from myself before I'm going down
My world went kind of crazy spinning round and round
My body's in a mess from head to toe
Got nothing to lose and nowhere to go

Bang bang, rock with the gang
Bang bang, rock with the gang

I'm driving out of town just follow my heart
I think I'm gonna be a rock'n'roll star
The girls would go mad I'd give 'em all I can give
If I had a cheap guitar and one dirty riff

Yo yo, I gotta go
Here comes another show

Hail hail a sting in the tail
Hail hail a sting in the tail

Rocking night after night day after day
There's plenty of love and no escape
Life's screaming and rolling like a monster train
Destination nowhere, I won't be late

Yo yo, I gotta go
Here comes another show

Hail hail a sting in the tail
Hail hail a sting in the tail
Hail hail a sting in the tail, hail hail a sting in the tail
Hail hail a sting in the tail, hail hail a sting in the tail

Bang bang, rock with the gang
Bang bang, rock with the gang
Bang bang, rock with the gang
Bang bang, rock with the gang",bang bang rock with the gang bang bang rock with the gang save me from myself! we won't be able to take it all! yatsowhanay! well if that is what you want you'll have to take the time to get it! how yatsowhanay? cut to the feast of silence in the  mormon temple i believe it is your sacred duty to teach this church what you believe i believe it is your sacred duty to obey the law of your land<|endoftext|>,gpt2,0.0,0.0,0.0,"bang bang, rock with the gang bang bang, rock with the gang save me from myself!... we wont be able to take it all! yatsowhanay! well, if that is what you want, youll have to take the time to get it! how, yatsowhanay? cut to the feast of silence in the  mormon temple i believe it is your sacred duty to teach this church what you believe. i believe it is your sacred duty to obey the law of your land",2.0,5,0
